image,smooth,smooth,textured,textured
noise_setting,salt_pepper_d0.05,salt_pepper_d0.15,salt_pepper_d0.05,salt_pepper_d0.15
filter,,,,
adaptive_local_noise_reduction_k3,20.133763262649662,17.567012122616394,19.039438289475342,16.98211174976061
adaptive_local_noise_reduction_k5,23.1744507222566,19.827136696463516,21.954375160332432,19.046845742789557
adaptive_median_Smax7,36.99385400983548,35.27341988172706,31.079887854557107,30.12146782542367
alpha_trimmed_k3_d2,29.954543366315942,23.50948891569313,26.30378053380772,22.16144716682367
alpha_trimmed_k3_d6,32.817601494609626,29.548546157213163,27.416499600130727,26.077378992355328
alpha_trimmed_k5_d2,27.426369600115702,23.354628541643084,24.45389784374659,21.739756754213705
alpha_trimmed_k5_d6,28.74626862113952,26.639685215072696,24.979069841841085,24.028006406604717
arithmetic_mean_k3,25.15390452711129,20.173266017588993,23.248969489021917,19.08393011660238
arithmetic_mean_k5,25.83375294867338,21.759441163664995,23.452892617849667,20.27328682367605
contraharmonic_k3_Q-1,15.626305515793481,11.923006133697896,18.581706662522002,15.642304389785963
contraharmonic_k3_Q1,12.680707232158914,8.252674124060214,10.096281203546377,6.046171909253172
contraharmonic_k5_Q-1,12.088741014651955,9.670548132721198,15.584163192135318,13.59615682252736
contraharmonic_k5_Q1,11.99570956240648,7.621064211029612,8.42570763221529,4.863035303911651
geometric_mean_k3,16.61476234530823,12.706465863737362,19.540921079550813,16.388594824897158
geometric_mean_k5,15.970530994488925,11.987181591633071,18.631821702884896,15.621021618185136
harmonic_mean_k3,15.626305515793481,11.923006133697896,18.581706662522002,15.642304389785963
harmonic_mean_k5,12.088741014651955,9.670548132721198,15.584163192135318,13.59615682252736
max_k3,8.75818934707955,4.955523559045012,7.550706399711842,3.90755383857677
max_k5,5.1994958284144595,2.6624767097080158,4.029524115732831,1.6239997814604354
median_k3,32.92643839745034,29.96913385007897,27.336698936600232,26.21827667134413
median_k5,29.89225259765722,29.39006105379603,24.897919622070823,24.739662662065243
midpoint_k3,14.591874546013894,11.1415808509886,13.713347877864477,10.231113376461629
midpoint_k5,11.496173084138864,9.422408315805908,10.439630616464424,8.184686217683605
min_k3,15.193895244221105,11.811613636401121,17.751170723651512,15.359863075626823
min_k5,11.792604985082193,9.62121291707857,15.097992480926589,13.498362471902697
