image,smooth,smooth,textured,textured
noise_setting,exponential_1,exponential_3,exponential_1,exponential_3
filter,,,,
adaptive_local_noise_reduction_k3,5.373306726653397,10.42113292372417,4.534699208219083,9.940755004409985
adaptive_local_noise_reduction_k5,5.450770447278016,10.616786041741753,4.619815248250046,10.148851678622503
adaptive_median_Smax7,5.181248711985869,10.468940308574002,4.5072348154892925,9.963996770371452
alpha_trimmed_k3_d2,4.949547153252626,10.921073690752294,4.135392887906484,10.568334908894988
alpha_trimmed_k3_d6,4.260639352675465,11.464361100122675,3.479473618971283,11.252270679204441
alpha_trimmed_k5_d2,5.276190175842569,10.855307918796619,4.458073433833817,10.441147815528058
alpha_trimmed_k5_d6,4.936138818637723,11.299265646648681,4.142413246044544,11.003539849037164
arithmetic_mean_k3,5.38249008602498,10.49380887186379,4.543133293406426,10.009117532127206
arithmetic_mean_k5,5.455714941166171,10.650559608257783,4.623831723605621,10.166115596979658
contraharmonic_k3_Q-1,8.32928846899573,14.49104019868397,8.12837109582872,15.058618320183196
contraharmonic_k3_Q1,3.7160500794289164,7.30349253016631,2.669284290094569,6.337591603276016
contraharmonic_k5_Q-1,9.249419311425953,15.259675753976767,9.458112419833585,16.033045550868728
contraharmonic_k5_Q1,3.6651348904832526,7.180624058648891,2.613695369664395,6.1991980279661165
geometric_mean_k3,6.684661227297363,12.500414418571026,6.117616728489392,12.52480250356162
geometric_mean_k5,6.985740302514833,12.908513751406465,6.49903055336905,12.987917834743545
harmonic_mean_k3,8.32928846899573,14.49104019868397,8.12837109582872,15.058618320183196
harmonic_mean_k5,9.249419311425953,15.259675753976767,9.458112419833585,16.033045550868728
max_k3,2.003713653067501,3.0981979141424882,0.9720280810281208,2.265633791745006
max_k5,1.9927975894512686,2.1841368435991004,0.9586176442661709,1.2138459145388256
median_k3,4.03292014684867,11.443434156671646,3.253354667929517,11.255551737478955
median_k5,3.9075494147066516,12.101824813701874,3.195394895387515,11.954497121341802
midpoint_k3,6.93486233701495,8.802781938883273,5.981627922515672,7.976569020297908
midpoint_k5,7.726519127433508,8.286381355088645,6.690196588162161,7.263567425396765
min_k3,16.220063041053688,23.738643109318083,15.755635013987137,21.974319057491577
min_k5,21.678347530046317,21.927770061774325,20.64708452999841,20.92961163156216
