image,noise_setting,filter,MSE,PSNR_dB,SSIM
smooth,gaussian_0_0.05,adaptive_local_noise_reduction_k3,772.5176844919786,19.25171930778323,0.27509270657260515
smooth,gaussian_0_0.05,arithmetic_mean_k5,327.49795187165773,22.97871772551158,0.5059511098781684
smooth,gaussian_0_0.05,geometric_mean_k5,1392.1976577540106,16.693794621035085,0.1557914368949028
smooth,gaussian_0_0.05,harmonic_mean_k5,2308.4622032085563,14.497575926900158,0.09622921900999161
smooth,gaussian_0_0.05,contraharmonic_k5_Q1,2817.43928342246,13.632257952123082,0.30397593787736404
smooth,gaussian_0_0.05,contraharmonic_k5_Q-1,2308.4622032085563,14.497575926900158,0.09622921900999161
smooth,gaussian_0_0.05,median_k5,264.51216577540106,23.906347094206396,0.44276443180819397
smooth,gaussian_0_0.05,min_k5,4567.000203208556,11.534493299369874,0.05171001076769303
smooth,gaussian_0_0.05,max_k5,12801.91013368984,7.05805586639571,0.16660256977341142
smooth,gaussian_0_0.05,midpoint_k5,1900.6076737967915,15.341878824504,0.266065606998787
smooth,gaussian_0_0.05,alpha_trimmed_k5_d2,280.4099625668449,23.652869214343987,0.5155692232362984
smooth,gaussian_0_0.05,alpha_trimmed_k5_d6,235.1722139037433,24.416943532475734,0.5243119408641244
smooth,gaussian_0_0.05,adaptive_local_noise_reduction_k5,653.0544812834224,19.981309469224385,0.339479226313294
smooth,gaussian_0_0.05,adaptive_median_Smax7,1107.0927165775402,17.6889636725942,0.19408228744955036
smooth,rayleigh_0.1,arithmetic_mean_k3,1003.805614973262,18.11430740208181,0.5872788147696694
smooth,rayleigh_0.1,geometric_mean_k3,857.4665294117647,18.798631841944736,0.6053465973502257
smooth,rayleigh_0.1,harmonic_mean_k3,736.9271925133689,19.456557786420156,0.6160458819505553
smooth,rayleigh_0.1,contraharmonic_k3_Q1,1355.2305187165775,16.810671878038235,0.5369892428116615
smooth,rayleigh_0.1,contraharmonic_k3_Q-1,736.9271925133689,19.456557786420156,0.6160458819505553
smooth,rayleigh_0.1,median_k3,966.5099786096257,18.27874018661925,0.5472235773466735
smooth,rayleigh_0.1,min_k3,235.24369518716577,24.415623682250057,0.6411051858506519
smooth,rayleigh_0.1,max_k3,4032.882727272727,12.074647675830386,0.3160371563122102
smooth,rayleigh_0.1,midpoint_k3,1227.1807112299466,17.24171840430077,0.5132198259465981
smooth,rayleigh_0.1,alpha_trimmed_k3_d2,963.7913796791444,18.2909732329214,0.5854434582984296
smooth,rayleigh_0.1,alpha_trimmed_k3_d6,942.9804438502674,18.38577674722293,0.5678125372714283
smooth,rayleigh_0.1,adaptive_local_noise_reduction_k3,1001.9979037433155,18.122135479131934,0.5696702938538865
smooth,rayleigh_0.1,arithmetic_mean_k5,1039.5556684491978,17.962326100066154,0.5935339655863949
smooth,rayleigh_0.1,geometric_mean_k5,861.081935828877,18.780358823697775,0.6117746801366261
smooth,rayleigh_0.1,harmonic_mean_k5,726.7711176470589,19.51682701031784,0.6219514134804202
smooth,rayleigh_0.1,contraharmonic_k5_Q1,1498.8351122994652,16.373265023740338,0.5439639829941267
smooth,rayleigh_0.1,contraharmonic_k5_Q-1,726.7711176470589,19.51682701031784,0.6219514134804202
smooth,rayleigh_0.1,median_k5,963.3994812834225,18.292739527236325,0.5885560942822523
smooth,rayleigh_0.1,min_k5,444.2721550802139,21.65431266339548,0.6319598024145744
smooth,rayleigh_0.1,max_k5,5999.9206096256685,10.349348569891996,0.2797041479856413
smooth,rayleigh_0.1,midpoint_k5,1501.7274652406418,16.364892371754824,0.46693442026848603
smooth,rayleigh_0.1,alpha_trimmed_k5_d2,1011.0775935828877,18.08295874741026,0.5975795063550948
smooth,rayleigh_0.1,alpha_trimmed_k5_d6,977.5944759358289,18.229216220174727,0.601862596524299
smooth,rayleigh_0.1,adaptive_local_noise_reduction_k5,992.1981764705882,18.164819363429995,0.6162497308585242
smooth,rayleigh_0.1,adaptive_median_Smax7,1058.9073101604279,17.882224144031255,0.43808881227334684
smooth,rayleigh_0.3,arithmetic_mean_k3,8207.535850267379,8.988675724772797,0.2731757137916567
smooth,rayleigh_0.3,geometric_mean_k3,6839.408614973262,9.780618097848402,0.2848271132115704
smooth,rayleigh_0.3,harmonic_mean_k3,5625.201139037433,10.629423048378804,0.29081298783751325
smooth,rayleigh_0.3,contraharmonic_k3_Q1,11251.386524064172,7.618743164075443,0.24252079642850197
smooth,rayleigh_0.3,contraharmonic_k3_Q-1,5625.201139037433,10.629423048378804,0.29081298783751325
smooth,rayleigh_0.3,median_k3,8108.411122994652,9.041446001363585,0.22516065300150306
smooth,rayleigh_0.3,min_k3,1223.838064171123,17.25356404242615,0.31683010850880755
smooth,rayleigh_0.3,max_k3,26045.402122994652,3.973492938410082,0.16174050224608996
smooth,rayleigh_0.3,midpoint_k3,9064.514187165776,8.557358278348314,0.2507877530756729
smooth,rayleigh_0.3,alpha_trimmed_k3_d2,8066.141347593583,9.064145327398185,0.2621224250124855
smooth,rayleigh_0.3,alpha_trimmed_k3_d6,8015.587983957219,9.091449753103817,0.24022058094938323
smooth,rayleigh_0.3,adaptive_local_noise_reduction_k3,8265.302026737967,8.958216328879567,0.26456242143107533
smooth,rayleigh_0.3,arithmetic_mean_k5,8123.898481283422,9.03315873177718,0.3238900916713102
smooth,rayleigh_0.3,geometric_mean_k5,6605.348368983957,9.931846334309672,0.34107749891580885
smooth,rayleigh_0.3,harmonic_mean_k5,5200.967128342246,10.969962519545833,0.35268293391201677
smooth,rayleigh_0.3,contraharmonic_k5_Q1,11477.515454545455,7.532324746492558,0.28376004614404277
smooth,rayleigh_0.3,contraharmonic_k5_Q-1,5200.967128342246,10.969962519545833,0.35268293391201677
smooth,rayleigh_0.3,median_k5,7927.908780748663,9.13921716394401,0.2817975493160885
smooth,rayleigh_0.3,min_k5,591.277,20.4128937509958,0.4222131174645582
smooth,rayleigh_0.3,max_k5,32929.45548663101,2.954958114832617,0.15401364333757223
smooth,rayleigh_0.3,midpoint_k5,9617.467508021391,8.300196331217947,0.266709043918267
smooth,rayleigh_0.3,alpha_trimmed_k5_d2,8035.261941176471,9.080803219896692,0.3214735920367194
smooth,rayleigh_0.3,alpha_trimmed_k5_d6,7921.44877540107,9.142757427100982,0.3164944342125518
smooth,rayleigh_0.3,adaptive_local_noise_reduction_k5,8132.0863155080215,9.02878381193364,0.31555163991971713
smooth,rayleigh_0.3,adaptive_median_Smax7,8620.44344919786,8.775507536759067,0.16932393232245946
smooth,erlang_2_5,arithmetic_mean_k3,8600.579160427807,8.785526633791223,0.24496203964549987
smooth,erlang_2_5,geometric_mean_k3,6605.8190213903745,9.931536896487792,0.2652519280252729
smooth,erlang_2_5,harmonic_mean_k3,5016.504695187165,11.126791378082835,0.28160098845994636
smooth,erlang_2_5,contraharmonic_k3_Q1,13461.857770053475,6.8397536311897404,0.20403419179879695
smooth,erlang_2_5,contraharmonic_k3_Q-1,5016.504695187165,11.126791378082835,0.28160098845994636
smooth,erlang_2_5,median_k3,7952.773475935829,9.125617485336203,0.1950476577386248
smooth,erlang_2_5,min_k3,860.5171497326203,18.783208308178995,0.3521700605089997
smooth,erlang_2_5,max_k3,32581.238695187167,3.001127692852852,0.1410067539495046
smooth,erlang_2_5,midpoint_k3,10326.129422459893,7.9914279689620615,0.24293446935913068
smooth,erlang_2_5,alpha_trimmed_k3_d2,8267.0101657754,8.95731889196659,0.23120663098843916
smooth,erlang_2_5,alpha_trimmed_k3_d6,7893.742449197861,9.15797408395047,0.20914578631542813
smooth,erlang_2_5,adaptive_local_noise_reduction_k3,8663.87331550802,8.753682675251213,0.24021393182761935
smooth,erlang_2_5,arithmetic_mean_k5,8446.875919786096,8.863842461984651,0.29664603228933356
smooth,erlang_2_5,geometric_mean_k5,6280.890598930481,10.150591319749964,0.3249949577494952
smooth,erlang_2_5,harmonic_mean_k5,4511.979705882353,11.587132232709777,0.3507018536679263
smooth,erlang_2_5,contraharmonic_k5_Q1,13738.415443850268,6.751437157481755,0.2436649481100585
smooth,erlang_2_5,contraharmonic_k5_Q-1,4511.979705882353,11.587132232709777,0.3507018536679263
smooth,erlang_2_5,median_k5,7501.171983957219,9.379512379560236,0.24919644080667908
smooth,erlang_2_5,min_k5,461.335743315508,21.490632567401875,0.47957578953096447
smooth,erlang_2_5,max_k5,39219.22410695187,2.1958136331081386,0.16131457236311006
smooth,erlang_2_5,midpoint_k5,10813.18404278075,7.7912676602663815,0.28627516491822874
smooth,erlang_2_5,alpha_trimmed_k5_d2,8298.428679144385,8.940844950678725,0.29166377015838607
smooth,erlang_2_5,alpha_trimmed_k5_d6,7959.561545454545,9.121912156973499,0.2852626171761193
smooth,erlang_2_5,adaptive_local_noise_reduction_k5,8461.053032085561,8.856559437432752,0.2905122267297725
smooth,erlang_2_5,adaptive_median_Smax7,8760.01392513369,8.70575564334086,0.14942882646540598
smooth,erlang_2_10,arithmetic_mean_k3,2507.7845080213906,14.137901456940869,0.38968390036851736
smooth,erlang_2_10,geometric_mean_k3,1931.6847914438504,15.271441003334518,0.4304629196078653
smooth,erlang_2_10,harmonic_mean_k3,1504.4594010695187,16.356998883859497,0.461068724739819
smooth,erlang_2_10,contraharmonic_k3_Q1,4103.0174491978605,11.999769969416434,0.3052120660480622
smooth,erlang_2_10,contraharmonic_k3_Q-1,1504.4594010695187,16.356998883859497,0.461068724739819
smooth,erlang_2_10,median_k3,2104.3405721925133,14.899643322995711,0.36079179198169453
smooth,erlang_2_10,min_k3,285.5776898395722,23.573560847876802,0.5669845418491685
smooth,erlang_2_10,max_k3,12909.951112299465,7.021557631947337,0.16075743580290036
smooth,erlang_2_10,midpoint_k3,3759.483807486631,12.379521422566953,0.30849575021663955
smooth,erlang_2_10,alpha_trimmed_k3_d2,2254.5364812834223,14.600230937283605,0.39281217013618647
smooth,erlang_2_10,alpha_trimmed_k3_d6,2082.9496470588233,14.944015893689478,0.3791842640007829
smooth,erlang_2_10,adaptive_local_noise_reduction_k3,2596.118962566845,13.987557715059147,0.3580547881776038
smooth,erlang_2_10,arithmetic_mean_k5,2482.855732620321,14.181288754443013,0.45056581774905996
smooth,erlang_2_10,geometric_mean_k5,1850.6661229946524,15.457522857238743,0.49237897199756575
smooth,erlang_2_10,harmonic_mean_k5,1384.9612887700534,16.716427263183526,0.5235363216339035
smooth,erlang_2_10,contraharmonic_k5_Q1,4265.515983957219,11.831087871624437,0.35565062721660606
smooth,erlang_2_10,contraharmonic_k5_Q-1,1384.9612887700534,16.716427263183526,0.5235363216339035
smooth,erlang_2_10,median_k5,1986.7125294117648,15.14945330155783,0.44231638480412555
smooth,erlang_2_10,min_k5,415.6358770053476,21.94367332779308,0.6149339862302776
smooth,erlang_2_10,max_k5,19211.417764705882,5.295209447481161,0.1609901641160765
smooth,erlang_2_10,midpoint_k5,4878.569711229947,11.247878457438084,0.29462892796205237
smooth,erlang_2_10,alpha_trimmed_k5_d2,2334.3362513368984,14.44916946355651,0.45725368010647877
smooth,erlang_2_10,alpha_trimmed_k5_d6,2164.5648823529414,14.777097526427195,0.4628838593471757
smooth,erlang_2_10,adaptive_local_noise_reduction_k5,2502.7643743315507,14.146603964951979,0.4245123614102944
smooth,erlang_2_10,adaptive_median_Smax7,2554.742053475936,14.05733303914705,0.2576643306082065
smooth,exponential_1,arithmetic_mean_k3,18829.177620320857,5.38249008602498,0.16634975059294504
smooth,exponential_1,geometric_mean_k3,13951.28588235294,6.684661227297363,0.1764591542630639
smooth,exponential_1,harmonic_mean_k3,9553.258160427808,8.32928846899573,0.18543532086303435
smooth,exponential_1,contraharmonic_k3_Q1,27636.010748663102,3.7160500794289164,0.14773373690740543
smooth,exponential_1,contraharmonic_k3_Q-1,9553.258160427808,8.32928846899573,0.18543532086303435
smooth,exponential_1,median_k3,25691.434032085563,4.03292014684867,0.11702986189211137
smooth,exponential_1,min_k3,1552.6517486631017,16.220063041053688,0.2294288999774793
smooth,exponential_1,max_k3,40992.93326737968,2.003713653067501,0.18296400784558348
smooth,exponential_1,midpoint_k3,13170.25328342246,6.93486233701495,0.2115293176874267
smooth,exponential_1,alpha_trimmed_k3_d2,20802.984502673797,4.949547153252626,0.1480250940687242
smooth,exponential_1,alpha_trimmed_k3_d6,24379.030213903745,4.260639352675465,0.12664056508831997
smooth,exponential_1,adaptive_local_noise_reduction_k3,18869.034919786096,5.373306726653397,0.16548513774459273
smooth,exponential_1,arithmetic_mean_k5,18514.366935828875,5.455714941166171,0.21043644805971007
smooth,exponential_1,geometric_mean_k5,13016.862898395722,6.985740302514833,0.22647371373277225
smooth,exponential_1,harmonic_mean_k5,7729.26913368984,9.249419311425953,0.24705087326878658
smooth,exponential_1,contraharmonic_k5_Q1,27961.912465240643,3.6651348904832526,0.18801786099486942
